Protein	Term
Q9UKQ9	GO:0004252
Q16394	GO:0042803
Q6NX49	GO:0000978
Q6NX49	GO:0001228
Q9BYG8	GO:0005546
Q9BYG8	GO:0001786
O60784	GO:0043130
P15408	GO:0000978
P15408	GO:0001228
P13688	GO:0019903
P17787	GO:0005231
Q9UBG3	GO:0048306
Q9UBG3	GO:0005509
P02585	GO:0048306
P02585	GO:0051015
P02585	GO:0005509
P26010	GO:0005178
O60675	GO:0000978
O60675	GO:0001227
O75628	GO:0005525
Q9H0X6	GO:0061630
P14867	GO:0005231
P14867	GO:1904315
P14867	GO:0005254
P10276	GO:0004879
P10276	GO:0031490
Q13952	GO:0000978
Q13952	GO:0001228
O15266	GO:0001228
Q8NA42	GO:0000978
P78337	GO:0000978
Q9H9E1	GO:0042826
Q9H9E1	GO:0031625
P11308	GO:0000978
P11308	GO:0001228
P28332	GO:0008270
P05186	GO:0005509
P08588	GO:0030165
P08588	GO:0046982
P10301	GO:0005525
P10301	GO:0003924
P10301	GO:0019003
Q9H340	GO:0004984
Q8NH50	GO:0004984
O43684	GO:0043130
Q9H939	GO:0051015
Q8NCC3	GO:0008270
Q9NRH2	GO:0000287
Q9NRH2	GO:0005524
Q8N5I2	GO:0031625
Q8N5I2	GO:1990756
P25963	GO:0031625
Q9UEY8	GO:0051015
Q7Z4V5	GO:0035064
Q5T6S3	GO:0035064
Q9UQ13	GO:0019903
O14662	GO:0005484
O14662	GO:0019905
P31260	GO:0000978
P31260	GO:0001228
P31260	GO:0042826
P43403	GO:0005524
P43403	GO:0004713
P27487	GO:0042803
P27487	GO:0004252
Q9HBZ2	GO:0000978
Q9HBZ2	GO:0046982
P20340	GO:0003924
P58317	GO:0000978
P53539	GO:0000978
Q8NEJ0	GO:0004725
Q8IVM0	GO:0031625
Q8WVV4	GO:0051015
Q7Z5L7	GO:0005518
Q9HAV7	GO:0051082
O15539	GO:0005096
O15539	GO:0003924
O96000	GO:0008137
Q6IQ22	GO:0019003
Q6IQ22	GO:0003924
Q99732	GO:0000978
Q99732	GO:0001228
Q99732	GO:0008270
Q8WWY7	GO:0004867
Q14699	GO:0003725
P27707	GO:0042803
P17020	GO:0000978
Q13227	GO:0003713
O00237	GO:0061630
Q9UMR7	GO:0005509
A6NGJ6	GO:0061630
Q9NQ94	GO:0003725
Q9UNE7	GO:0031625
Q9UNE7	GO:0051087
Q9UNE7	GO:0061630
Q92466	GO:0003684
P22392	GO:0019003
P22392	GO:0003713
P19012	GO:0097110
Q9H9D4	GO:0000978
Q8NET6	GO:0008146
P11142	GO:0031625
P11142	GO:0051082
P11142	GO:0005524
P11142	GO:0045296
P11142	GO:0051087
Q9NZN9	GO:0051082
P55075	GO:0008083
Q9Y5X1	GO:0031625
Q9Y5X1	GO:0045296
Q8N635	GO:0003697
Q9Y5J9	GO:0008270
Q86UQ0	GO:0001227
Q9Y3A5	GO:0008017
Q8TCI5	GO:0031267
P48380	GO:0000978
P41240	GO:0008022
P41240	GO:0004713
P19544	GO:0000978
P19544	GO:0001228
P19544	GO:0008270
Q96IS3	GO:0000978
Q96IS3	GO:0001228
Q7RTV3	GO:0000978
P01019	GO:0005179
P01019	GO:0004867
Q9BW19	GO:0005524
Q92552	GO:0000049
P61020	GO:0019003
P61020	GO:0003924
Q12951	GO:0000978
Q12951	GO:0001228
Q15038	GO:0031625
Q15038	GO:0002039
O00570	GO:0000978
P62136	GO:0004722
Q96PR1	GO:0005249
Q13461	GO:0000978
Q9UGN5	GO:0003684
P28360	GO:0002039
O75204	GO:0031267
P53350	GO:0008017
P53350	GO:0000287
P53350	GO:0005524
Q9UH73	GO:0000978
Q9H2G9	GO:0031625
P15056	GO:0031267
P15056	GO:0097110
P15056	GO:0005509
P25713	GO:0005507
P68400	GO:0047485
Q99453	GO:0000978
Q99453	GO:0001228
P61970	GO:0031267
P50613	GO:0008022
Q9H0R8	GO:0031625
Q9H3D4	GO:0000978
Q9H3D4	GO:0002039
Q96RP7	GO:0008146
Q9P0J0	GO:0005524
P09769	GO:0004713
O43708	GO:0042803
O94923	GO:0042803
O00154	GO:0042803
Q8N2I2	GO:0001227
Q8IY84	GO:0000287
Q8IY84	GO:0005524
Q13503	GO:0003713
Q9Y446	GO:0045296
Q8N365	GO:0000978
P43360	GO:0042826
P78414	GO:0000978
P78414	GO:0001227
Q99797	GO:0004222
Q0VGL1	GO:0005085
P35226	GO:0008270
Q8TBP0	GO:0005096
A6NJ46	GO:0000978
A6NJ46	GO:0001228
A6NJ46	GO:0001227
Q8NGN0	GO:0004984
Q10471	GO:0030145
Q9UBQ7	GO:0042803
Q9UN81	GO:0003697
Q99958	GO:0000978
Q99958	GO:0001228
Q99571	GO:0045296
Q99571	GO:0005524
Q9H0T7	GO:0019003
Q9H0T7	GO:0003924
O95433	GO:0045296
O95433	GO:0051087
Q8WVQ1	GO:0042803
Q8WVQ1	GO:0005509
Q9BVJ7	GO:0004725
P51813	GO:0004713
Q9Y572	GO:0003713
Q5T2D3	GO:0004843
Q13207	GO:0000978
P84085	GO:0005525
Q9ULY5	GO:0005509
P20393	GO:0000978
P20393	GO:0004879
P20393	GO:0020037
P07148	GO:0005504
Q9BZG2	GO:0004725
Q9BZG2	GO:0030971
P50452	GO:0004867
Q8NHC4	GO:0004984
Q01469	GO:0005504
Q68CJ9	GO:0000978
Q68CJ9	GO:0046982
Q68CJ9	GO:0001228
Q68CJ9	GO:0042803
Q9H6Y7	GO:0061630
O95136	GO:0005178
O95136	GO:0008528
Q9UBR2	GO:0004197
P42679	GO:0004713
Q5T5D7	GO:0001227
P51157	GO:0005525
P51157	GO:0003924
P51157	GO:0019003
Q13951	GO:0003713
Q9Y6J6	GO:0044325
Q8NDP4	GO:0001227
P18564	GO:0005178
P15407	GO:0000978
Q15506	GO:0005516
Q15545	GO:0046982
Q8IYX8	GO:0008017
P15018	GO:0008083
P21731	GO:0005085
P05549	GO:0000978
P05549	GO:0001227
Q15072	GO:0000978
Q15072	GO:0008270
Q765P7	GO:0031267
Q765P7	GO:0005096
Q8N5A5	GO:0000978
Q8N5A5	GO:0001227
Q0VG99	GO:0000978
Q8TEB9	GO:0004252
P55769	GO:0051117
P55771	GO:0000978
Q92570	GO:0000978
Q92570	GO:0001228
Q9UQK1	GO:0004722
Q9UGK8	GO:0061630
Q9UGK8	GO:0005085
P20591	GO:0008017
A6NIR3	GO:0005096
A6NIR3	GO:0003924
P04637	GO:0030971
P04637	GO:0001227
P04637	GO:0002039
P04637	GO:0005507
P04637	GO:0061629
P04637	GO:0043621
P04637	GO:0031625
P04637	GO:0046982
P04637	GO:0047485
P04637	GO:0042826
P04637	GO:0051087
P04637	GO:0019903
Q9BZR9	GO:0042803
Q9BZR9	GO:0008270
Q9BZR9	GO:0003713
Q9BX67	GO:0005178
Q9H7P6	GO:0043130
Q969V5	GO:0061630
Q969V5	GO:0031625
P28472	GO:1904315
P28472	GO:0005254
Q86X27	GO:0005085
Q9Y6U3	GO:0005546
Q9Y6U3	GO:0051015
O95834	GO:0008017
O95834	GO:0043621
P52740	GO:0000978
Q14376	GO:0042803
Q8NGY2	GO:0004984
Q01826	GO:0000978
Q01826	GO:0001227
Q86W26	GO:0003924
Q9H116	GO:0000978
Q9H116	GO:0001227
P01303	GO:0005179
P05067	GO:0004867
P42701	GO:0004896
Q15633	GO:0003725
Q15633	GO:0042803
Q15633	GO:0047485
P08754	GO:0019003
Q9H816	GO:0003684
Q56A73	GO:0035064
O00515	GO:0045296
P16444	GO:0008270
Q8WYA1	GO:0000978
Q96PZ2	GO:0003697
P06239	GO:0008022
P06239	GO:0004722
P06239	GO:0004713
P06239	GO:0019903
Q5VT79	GO:0005509
P35716	GO:0000978
P35716	GO:0001228
O60238	GO:0042803
P08913	GO:0046982
P08913	GO:0042803
P78563	GO:0003725
Q7Z569	GO:0061630
Q7Z353	GO:0000978
Q9ULV5	GO:0000978
Q8TAM6	GO:0051015
O43255	GO:0061630
Q02446	GO:0000978
Q9UEU0	GO:0005484
Q15366	GO:0003697
O94941	GO:0031625
O14653	GO:0005484
Q86UQ8	GO:0042803
Q9UKY0	GO:0005507
Q9H3J6	GO:0000049
Q92731	GO:0000978
Q92731	GO:0004879
Q86YS3	GO:0031267
Q86YS3	GO:0042803
P46597	GO:0042803
Q02045	GO:0005509
Q16773	GO:0042803
Q92599	GO:0003924
P56539	GO:0008022
P42768	GO:0031267
P42768	GO:0017124
O60260	GO:0031625
O60260	GO:0008270
O60260	GO:0042826
O60260	GO:0017124
O60260	GO:0051087
O60260	GO:0061630
O60260	GO:0008013
A0A1W2PPK0	GO:0000978
P09958	GO:0004252
P09958	GO:0004867
O00168	GO:0005254
Q92988	GO:0001227
Q96A58	GO:0005525
Q96A58	GO:0003924
Q96A58	GO:0019003
P62072	GO:0042803
P62072	GO:0008270
P62072	GO:0051087
O60896	GO:0001540
Q14627	GO:0004896
Q14627	GO:0019955
P31946	GO:0042826
Q9UJX0	GO:0008083
Q8NGJ8	GO:0004984
P39748	GO:0003684
P39748	GO:0000287
P39748	GO:0030145
Q8NH64	GO:0004984
O94782	GO:0004843
O94782	GO:0004197
Q5VVQ6	GO:0004843
P10412	GO:0031490
Q70EL3	GO:0004843
Q9BQG1	GO:0005509
Q9BQG1	GO:0019905
Q6P2M8	GO:0005516
A1YPR0	GO:0000978
Q9BZE0	GO:0000978
Q07011	GO:0019955
Q9BR84	GO:0001227
Q9UBD9	GO:0008083
Q9GZM8	GO:0008017
Q9Y2G7	GO:0000978
Q13257	GO:0042803
Q13257	GO:0008022
Q5VTM2	GO:0003924
Q9H161	GO:0001228
P35713	GO:0001228
Q14978	GO:0046982
P43354	GO:0000978
P43354	GO:0004879
P43354	GO:0008013
Q16820	GO:0004222
P68363	GO:0003725
P68363	GO:0031625
P68363	GO:0005525
P68363	GO:0003924
Q9UNI1	GO:0004252
Q9UQ90	GO:0051082
Q9UQ90	GO:0004222
P06331	GO:0034987
Q02386	GO:0000978
P41161	GO:0001228
Q9UHX1	GO:0045296
P56179	GO:0000978
Q86YW0	GO:0005546
P00367	GO:0005525
Q7LBE3	GO:0051117
Q7LBE3	GO:0005254
Q9NZC2	GO:0097110
Q9NZC2	GO:0001540
Q9NZC2	GO:0001786
Q16878	GO:0008270
O15111	GO:0046982
O15111	GO:0042803
O15111	GO:0097110
Q12834	GO:0008022
Q9UJW8	GO:0001227
O15372	GO:0003743
Q16822	GO:0030145
Q969V1	GO:0008528
A6NMS3	GO:0004984
O00470	GO:0000978
O00470	GO:0001228
Q5HYI8	GO:0003924
Q9Y2T3	GO:0008270
O14640	GO:0005109
Q8NGL3	GO:0004984
P05181	GO:0020037
Q8IUR6	GO:0001228
P53999	GO:0003713
P53999	GO:0003697
P50281	GO:0004252
P50281	GO:0004222
O60542	GO:0008083
Q9P035	GO:0005096
Q9UG63	GO:0005524
P10244	GO:0000978
P10244	GO:0001228
P20333	GO:0031625
Q7L273	GO:0043621
Q13424	GO:0044325
A6NIE9	GO:0004252
Q14586	GO:0000978
Q14586	GO:0001228
Q9NPJ6	GO:0003713
Q15935	GO:0001227
Q99714	GO:0000049
Q9C030	GO:0061630
Q9C030	GO:0042803
P03905	GO:0008137
A0A1B0GVX0	GO:0008270
O15467	GO:0008009
O75333	GO:0000978
O95222	GO:0004984
A6NI79	GO:0008017
Q9BYV6	GO:0061630
Q9UH03	GO:0003924
P50549	GO:0000978
P50549	GO:0001228
Q9NS61	GO:0047485
Q9NS61	GO:0044325
Q9NS61	GO:0005509
P52747	GO:0000978
P52747	GO:0001228
Q9H944	GO:0003713
Q8IYA7	GO:0000978
O95999	GO:0043621
O95999	GO:0031625
O95999	GO:0008022
O95999	GO:0003713
P13726	GO:0004896
P13726	GO:0004252
Q13546	GO:0042803
Q13546	GO:0031625
Q96SK3	GO:0000978
Q9BXA7	GO:0000287
Q9BXA7	GO:0005524
Q9HCK0	GO:0000978
Q9HCK0	GO:0001227
O15520	GO:0008083
P0DJ07	GO:0051082
P51608	GO:0047485
Q494W8	GO:0005231
Q494W8	GO:1904315
Q8NFT8	GO:0005509
Q76KX8	GO:0000978
O75386	GO:0005546
A4D2G3	GO:0004984
Q8N100	GO:0000978
P31415	GO:0005509
Q68CJ6	GO:0003924
P67812	GO:0004252
Q5D0E6	GO:0000049
Q6IEU7	GO:0004984
A0A0J9YVY3	GO:0034987
P08195	GO:0003725
P08195	GO:0045296
O75360	GO:0000978
Q05952	GO:0008270
Q09FC8	GO:0000978
Q9UBX2	GO:0001228
Q96AC1	GO:0005178
Q9UPZ9	GO:0000287
Q9UPZ9	GO:0005524
Q9BW83	GO:0005525
Q9BW83	GO:0003924
Q9Y4U1	GO:0042803
P57052	GO:0042803
P09172	GO:0005507
O76021	GO:0045296
Q15848	GO:0005179
Q15848	GO:0042803
Q86WT6	GO:0061630
Q8NHL6	GO:0001540
P43681	GO:0005231
P43681	GO:1904315
Q96ED9	GO:0008017
P63000	GO:0005525
P63000	GO:0003924
P68104	GO:0000049
P68104	GO:0005525
Q8ND82	GO:0000978
Q99518	GO:0004497
P57073	GO:0000978
Q8NGG0	GO:0004984
P32242	GO:0000978
P32242	GO:0001228
P00813	GO:0008270
Q13887	GO:0000978
Q13887	GO:0001228
O15060	GO:0000978
O15060	GO:0001227
P49959	GO:0008022
P22459	GO:0005249
P38405	GO:0003924
Q5SY16	GO:0005524
P07550	GO:0042803
P07550	GO:0001540
Q9NP78	GO:0042803
Q9NP78	GO:0005524
Q9ULW3	GO:0003713
Q99593	GO:0000978
Q99593	GO:0061629
Q9BRP0	GO:0000978
P02775	GO:0008009
Q7Z3K6	GO:0042826
P07437	GO:0005525
P35348	GO:0046982
Q96LJ8	GO:0043130
Q96GE6	GO:0005509
P78317	GO:0061630
Q7L1Q6	GO:0045296
Q12980	GO:0005096
O00186	GO:0019905
Q15544	GO:0047485
Q15544	GO:0003713
Q8IU57	GO:0004896
P07355	GO:0005544
P07355	GO:0005509
P07355	GO:0048306
P07355	GO:0005546
Q00604	GO:0005109
Q9BS31	GO:0000978
P07947	GO:0004713
Q9UQ03	GO:0051015
Q06546	GO:0001228
Q8NGS3	GO:0004984
Q8TEA1	GO:0000049
Q6IFN5	GO:0004984
Q14919	GO:0003713
P39877	GO:0005509
Q8TDB6	GO:0061630
Q86YM7	GO:0044325
Q10469	GO:0042803
Q96A04	GO:0051087
Q9H611	GO:0000287
Q9H611	GO:0005524
Q9H2J7	GO:0015171
Q96NX9	GO:0000978
Q03113	GO:0003924
P40616	GO:0005525
P40616	GO:0003924
P42892	GO:0042803
P42892	GO:0008270
P49589	GO:0005524
Q6IQ20	GO:0008270
P18825	GO:0046982
P18825	GO:0042803
O43586	GO:0051015
Q8WW22	GO:0051082
Q8WW22	GO:0051087
O00167	GO:0004725
O00167	GO:0000287
Q9Y2Y0	GO:0003713
Q9UBK2	GO:0031625
Q9UBK2	GO:0003713
O60828	GO:0003713
P53567	GO:0000978
P53567	GO:0001228
Q13573	GO:0003713
Q6ZSY5	GO:0019903
Q15650	GO:0003713
P13861	GO:0031625
P55289	GO:0005509
P55289	GO:0045296
P61371	GO:0061629
P49888	GO:0008146
Q8N8J6	GO:0000978
Q8N8J6	GO:0001228
P00492	GO:0000287
Q14247	GO:0051015
Q14247	GO:0045296
Q9HC98	GO:0031625
Q9HC98	GO:0000287
Q9HC98	GO:0005524
Q9HD36	GO:0046982
Q9HD36	GO:0005509
Q8TBZ6	GO:0000049
P49821	GO:0008137
Q13303	GO:0044325
P07384	GO:0005509
O00755	GO:0005109
Q13651	GO:0004896
Q9BW11	GO:0000978
Q8IV42	GO:0000049
P56705	GO:0005109
A0A087WYE8	GO:0034987
P48740	GO:0042803
P48740	GO:0004252
P48740	GO:0005509
Q15286	GO:0005546
Q15286	GO:0005525
Q15286	GO:0019003
Q9Y3C5	GO:0061630
Q9Y3C5	GO:0008270
P26196	GO:0045296
Q07960	GO:0031267
Q07960	GO:0005096
Q07960	GO:0045296
Q8NGL2	GO:0004984
P10144	GO:0004252
Q7Z419	GO:0061630
Q14994	GO:0001228
Q14994	GO:0004879
Q09470	GO:0005249
Q9BZK3	GO:0051082
P25686	GO:0051082
P25686	GO:0051087
P25686	GO:0043130
A8MTJ3	GO:0003924
O75131	GO:0030971
O75131	GO:0005544
O75131	GO:0048306
Q92876	GO:0004252
P29622	GO:0004867
Q12974	GO:0004725
Q6ZMZ0	GO:0061630
Q6ZMZ0	GO:0043130
P48547	GO:0005249
Q15126	GO:0005524
Q9UJ90	GO:0044325
Q9UJ90	GO:0005249
Q13835	GO:0045296
Q8TDX5	GO:0008270
Q6P3S1	GO:0005085
Q15744	GO:0000978
Q15744	GO:0001228
Q9NUM4	GO:0051117
P09067	GO:0000978
Q00535	GO:0008017
Q9UJ96	GO:0005249
O76096	GO:0042803
Q15046	GO:0042803
Q15046	GO:0000049
O75604	GO:0031625
O75604	GO:0004843
O75604	GO:0004197
Q86U17	GO:0004867
Q02747	GO:0005179
Q96DD0	GO:0004722
Q8TF76	GO:0005524
P19532	GO:0000978
P11182	GO:0031625
Q8N127	GO:0004984
P41586	GO:0008528
Q8N884	GO:0042803
Q8N884	GO:0005546
P36952	GO:0004867
Q9NR34	GO:0005509
P43364	GO:0042826
Q9H2H9	GO:0015171
O43678	GO:0008137
P04792	GO:0051082
P04792	GO:0061629
Q8NB16	GO:0005524
Q969Q1	GO:0061630
A6NIJ9	GO:0004984
P49448	GO:0005525
Q9BRG1	GO:0047485
O75674	GO:0043130
P18846	GO:0000978
P18846	GO:0001228
P15622	GO:0000978
P23921	GO:0005524
Q5TD97	GO:0003713
Q9UJC3	GO:0042803
Q8NGD1	GO:0004984
Q9BXR0	GO:0046982
Q9BXR0	GO:0042803
Q9UJA9	GO:0008270
P27540	GO:0000978
P27540	GO:0046982
P27540	GO:0042803
P27540	GO:0061629
Q9UIS9	GO:0008270
Q9NS39	GO:0003725
Q96RF0	GO:0005546
Q15836	GO:0005484
Q15836	GO:0019905
Q9HA92	GO:0020037
Q9UBQ5	GO:0003743
O75486	GO:0003713
Q96EF6	GO:0061630
O95747	GO:0000287
O95747	GO:0005524
Q9HCL3	GO:0000978
P56180	GO:0004725
Q6K0P9	GO:0031625
P16403	GO:0031490
P61158	GO:0051015
Q8NG66	GO:0005524
P09237	GO:0004222
Q08209	GO:0051117
Q08209	GO:0004722
Q08209	GO:0005516
Q6P1L6	GO:0001227
B7ZLF3	GO:0000978
P25445	GO:0005516
O14920	GO:0046982
O14920	GO:0097110
Q6UXL0	GO:0004896
Q13636	GO:0005525
Q13636	GO:0003924
Q13636	GO:0019003
O43924	GO:0031267
Q92560	GO:0004843
P16671	GO:0001540
Q9Y581	GO:0005179
Q96DE0	GO:0030145
Q96DE0	GO:0042803
Q96DE0	GO:0000287
P11309	GO:0030145
P11309	GO:0005524
O75367	GO:0031490
Q92905	GO:0003713
P51116	GO:0042803
O60907	GO:0008022
O60907	GO:0008013
P0CG04	GO:0034987
Q9BQE3	GO:0005525
Q14141	GO:0005525
Q14141	GO:0003924
Q496Y0	GO:0061630
O95704	GO:0001540
Q13156	GO:0003697
Q9H2Z4	GO:0000978
Q7RTY3	GO:0004252
Q8TAM2	GO:0061629
P33993	GO:0003697
Q9Y6F8	GO:0035064
Q9UBR1	GO:0008270
Q8N3J5	GO:0004722
Q8NBV8	GO:0005544
Q8NBV8	GO:0005509
Q8NBV8	GO:0001786
Q8NBV8	GO:0019905
P05937	GO:0008270
P05937	GO:0005509
Q9NWD9	GO:0042826
Q9NPI1	GO:0002039
Q9NPI1	GO:0003713
O94810	GO:0005096
O94810	GO:0003924
Q8NAN2	GO:0046982
Q8NAN2	GO:0042803
Q9UM63	GO:0000978
Q9UM63	GO:0001228
Q9UBR5	GO:0008009
Q6UXI9	GO:0005178
P61956	GO:0031625
Q8TAC2	GO:0004843
Q8N7M2	GO:0000978
Q495T6	GO:0004222
Q9Y230	GO:0031490
Q9Y230	GO:0051082
Q9Y230	GO:0000978
Q9Y230	GO:0008013
Q8NBP7	GO:0043621
Q8NBP7	GO:0004252
Q8TAM1	GO:0061629
Q9Y265	GO:0003713
Q15365	GO:0045296
P61764	GO:0019905
P09471	GO:0003924
Q15040	GO:0004843
A6NK02	GO:0061630
P11166	GO:0043621
Q8IYX1	GO:0031267
Q8IYX1	GO:0005096
Q5VT99	GO:0044325
Q5VT99	GO:0005249
O60479	GO:0000978
Q8TD94	GO:0000978
O95208	GO:0045296
Q9H2S1	GO:0042803
P27824	GO:0005509
P27824	GO:0051082
Q99502	GO:0004725
Q9H334	GO:0000978
Q9H334	GO:0043621
Q9H334	GO:0001227
P47895	GO:0042803
P11766	GO:0008270
Q13316	GO:0005178
Q13316	GO:0005509
Q9NPF0	GO:0005509
Q9P0R6	GO:0008013
Q9P0P8	GO:0000049
Q9UK13	GO:0000978
Q9NZL4	GO:0031625
Q8TD86	GO:0005509
Q8NGP3	GO:0004984
Q9UKS7	GO:0000978
Q9UN76	GO:0015171
O43187	GO:0042803
Q05516	GO:0000978
Q05516	GO:0042803
Q9BUI4	GO:0003697
Q8NGS0	GO:0004984
Q9Y5R6	GO:0000978
Q8IXT2	GO:0000978
P05109	GO:0008017
P05109	GO:0048306
P05109	GO:0008270
P05109	GO:0005509
Q9UK55	GO:0004867
P02652	GO:0046982
P02652	GO:0042803
P22301	GO:0008083
P28476	GO:0005231
P28476	GO:1904315
P28476	GO:0005254
P51149	GO:0005525
P51149	GO:0003924
P51149	GO:0019003
Q9BR76	GO:0051015
Q8WUD1	GO:0005525
P23919	GO:0005524
Q9UNN5	GO:0043130
O95661	GO:0005525
O95661	GO:0003924
O95661	GO:0019003
P41091	GO:0000049
P41091	GO:0045296
P17931	GO:0019903
Q9UKK9	GO:0042803
P49761	GO:0004713
Q9H221	GO:0046982
Q9H221	GO:0005524
P20042	GO:0003743
Q15438	GO:0005085
P14618	GO:0045296
P06850	GO:0005179
P19474	GO:0061630
P19474	GO:0003713
Q9UBR4	GO:0001228
Q9UBR4	GO:0061629
Q92990	GO:0031625
Q8WWF5	GO:0061630
O75822	GO:0003743
Q99469	GO:0044325
Q6NUK4	GO:0008017
Q96H20	GO:0042803
Q96H20	GO:0008022
Q96H20	GO:0047485
O43603	GO:0008528
P50148	GO:0005096
P50148	GO:0003924
P50148	GO:0005525
P28356	GO:0000978
P28356	GO:0001227
P02489	GO:0051082
P35638	GO:0061629
P35638	GO:0046982
P35638	GO:0000978
P35638	GO:0001228
P07737	GO:0005546
P07737	GO:0045296
Q8IXJ6	GO:0042826
Q8IXJ6	GO:0043130
Q16676	GO:0000978
P15923	GO:0001227
P15923	GO:0046982
P15923	GO:0042803
P15923	GO:0001228
Q9BRJ9	GO:0000978
P50876	GO:0061630
O75340	GO:0048306
O75340	GO:0042803
O75340	GO:0005509
O95167	GO:0008137
P29120	GO:0004252
O75952	GO:0005509
O75952	GO:0017124
Q6ZNG0	GO:0001227
Q08431	GO:0001786
Q14142	GO:0061630
Q14142	GO:0042803
Q14142	GO:0003713
Q9Y3I1	GO:0046982
Q9Y3I1	GO:0031625
Q9Y3I1	GO:1990756
Q9Y3I1	GO:0043130
Q9UIH9	GO:0000978
Q9UIH9	GO:0001228
P03901	GO:0008137
Q969I6	GO:0015171
A0A2R8Y4L6	GO:0004984
Q6ISB3	GO:0000978
Q6ISB3	GO:0001228
Q6ISB3	GO:0031490
O60239	GO:0005085
P02647	GO:0001540
Q06520	GO:0008146
Q9Y6X3	GO:0047485
P54652	GO:0051082
P54652	GO:0005524
O75346	GO:0000978
P17032	GO:0000978
Q6PEY2	GO:0005525
P13236	GO:0008009
Q86YE8	GO:0000978
Q9Y287	GO:0001540
Q92781	GO:0042803
Q9H6I2	GO:0000978
Q9H6I2	GO:0008013
Q9H6I2	GO:0061629
P20265	GO:0000978
O00716	GO:0000978
O00716	GO:0001228
Q16647	GO:0020037
Q8N7R0	GO:0000978
P01100	GO:0000978
P01100	GO:0061629
Q92989	GO:0005524
Q9GZZ6	GO:1904315
P36405	GO:0008017
P36405	GO:0005525
P36405	GO:0019003
P08238	GO:0031625
P08238	GO:0042803
P08238	GO:0051082
P08238	GO:0005524
P08238	GO:0042826
O14896	GO:0000978
Q8IZ26	GO:0000978
P55290	GO:0005509
P55290	GO:0045296
O76061	GO:0042803
O76061	GO:0020037
Q5SQQ9	GO:0000978
Q01523	GO:0042803
Q70CQ3	GO:0004843
Q70CQ3	GO:0004197
P26639	GO:0008270
P26639	GO:0005524
P41970	GO:0000978
P41970	GO:0001228
P41970	GO:0001227
Q3KNS6	GO:0000978
P03971	GO:0005179
P46459	GO:0030165
Q96LW9	GO:0000978
Q6UX73	GO:0042803
Q12905	GO:0003725
Q9ULB4	GO:0005509
Q9ULB4	GO:0045296
Q9BXJ1	GO:0005518
P78540	GO:0030145
Q9UH92	GO:0061629
Q9UH92	GO:0046982
Q9UH92	GO:0042803
Q9UH92	GO:0000978
Q96JN0	GO:0042826
O43353	GO:0042803
P30101	GO:0004197
Q9NZP0	GO:0004984
P22303	GO:0042803
P22303	GO:0001540
P47870	GO:0005231
P47870	GO:1904315
P47870	GO:0005254
P62745	GO:0005525
O75317	GO:0004843
P15153	GO:0003924
P05019	GO:0005178
P05019	GO:0005179
Q9NQL2	GO:0046982
Q9NQL2	GO:0005525
Q9NQL2	GO:0019003
Q9NVJ2	GO:0005525
Q9NVJ2	GO:0003924
Q9NVJ2	GO:0019003
Q96SD1	GO:0003684
Q15758	GO:0015171
P49765	GO:0008083
Q9NPA2	GO:0004222
Q96LB4	GO:0051117
Q8NGD5	GO:0004984
P17050	GO:0042803
O95365	GO:0000978
Q86X95	GO:0042826
O95772	GO:0042803
P61018	GO:0003924
Q9BZX4	GO:0046982
Q9UNZ2	GO:0043130
P69905	GO:0020037
Q9NUQ9	GO:0031267
O43709	GO:0046982
Q14332	GO:0030165
Q15645	GO:0005524
P62256	GO:0061631
Q8N335	GO:0044325
Q8IW03	GO:0061630
Q8WYH8	GO:0035064
Q96M98	GO:0031625
Q96M98	GO:0051087
P05408	GO:0005525
P05408	GO:0051082
Q8IWB7	GO:0008270
P25815	GO:0042803
P25815	GO:0005509
P25815	GO:0045296
P25815	GO:0000287
P25815	GO:0048306
P06396	GO:0005546
P06396	GO:0051015
P06396	GO:0005509
O60829	GO:0003713
P17039	GO:0000978
Q12798	GO:0005509
Q5DT21	GO:0004867
Q8N8N7	GO:0008270
Q9NQH7	GO:0030145
Q9NQH7	GO:0042803
P61296	GO:0001228
Q3ZCQ8	GO:0004725
Q3ZCQ8	GO:0004722
P41235	GO:0000978
P41235	GO:0042803
P41235	GO:0004879
P41235	GO:0005504
Q9BQA5	GO:0000978
Q9BQA5	GO:0001228
Q9NUZ1	GO:0005504
Q99614	GO:0051082
Q9HCS2	GO:0004497
P00750	GO:0004252
Q9UIX4	GO:0005249
Q8IV01	GO:0005544
Q16445	GO:0005231
Q16445	GO:1904315
Q16445	GO:0005254
Q9NP90	GO:0019003
Q5JUX0	GO:0035064
Q9NPC8	GO:0000978
P18084	GO:0005178
Q9NX46	GO:0000287
O00214	GO:0005178
P98077	GO:0030971
Q8N5C8	GO:0008270
Q9NRQ2	GO:0005509
P01730	GO:0008270
P24386	GO:0031267
Q14061	GO:0005507
Q9HB55	GO:0004497
P62993	GO:0017124
Q15928	GO:0000978
Q9H089	GO:0005525
Q9NYN1	GO:0003924
Q9NYN1	GO:0019003
Q9NZK7	GO:0005509
Q5T197	GO:0061630
P61160	GO:0051015
O94864	GO:0003713
P12838	GO:0042803
Q92777	GO:0005524
Q96SR6	GO:0000978
A6NL46	GO:0048306
A6NL46	GO:0005509
Q01113	GO:0004896
Q96BN2	GO:0003713
P50221	GO:0000978
P09211	GO:0005504
P32243	GO:0000978
P32243	GO:0001228
